article,title
172673,Сок Rich апельсиновый с мякотью 1 л
172674,Сок Rich вишневый 1 л
271571,Сок Добрый яблочный 2 л
271573,Нектар Добрый апельсиновый 2 л
1425379,Сок Santal апельсиновый 1 л
172675,Сок Rich грейпфрутовый 0.97 л
268170,Сок Santal яблочный 1 л
575129,Сок Сады Придонья яблоко/груша 1 л
1530016,Варенье Ратибор вишня 360 г
542432,Конфитюр порционный Darbo абрикос 28 г (5 штук в упаковке)
869843,Печенье сдобное 7 days mini biscuits с ванильным кремом 100 г
62620,Печенье сахарное Bisquini Розы ассорти 400 г
1207177,Мусс творожный ВкусВилл с вишней 2.5 % 125 г (12 штук в упаковке)
1207174,Мусс творожный ВкусВилл с малиной 2.7 % 125 г (12 штук в упаковке)
1207199,Йогурт греческий ВкусВилл Избенка 4% 120 г (24 штуки в упаковке)
1207175,Биойогурт ВкусВилл с черной смородиной и иргой 2.5% 180 г (12 штук в упаковке)
1207195,Мусс творожный ВкусВилл с грушей 2.5% 125 г (12  штук в упаковке)
1207176,Йогурт греческий ВкусВилл с лимоном 3.4% 125 г (8 штук в упаковке)
1207193,Йогурт греческий ВкусВилл с крыжовником 3.4% 125 г (16 штук в упаковке)
1070636,"Снеки Вкусвилл из картофеля, свеклы и репы 25 г"
1207296,Лепешка с зеленью ВкусВилл 175 г (4 штуки в упаковке)
1207222,Творожник с какао и миндальной стружкой ВкусВилл 140 г (2 штуки в упаковке)
1207279,Запеканка творожная с айвой и бананом ВкусВилл 220 г (2 штуки в упаковке)
1207221,Запеканка творожная с изюмом ВкусВилл 220 г (4 штуки в упаковке)
431449,Печенье овсяное Посиделкино с кусочками шоколада 310 г
431450,Печенье овсяное Посиделкино Классическое 320 г
1120000,Печенье сдобное Любимый Край Колечки с шоколадными кусочками  180 г
1120001,Печенье сдобное Любимый Край Колечки с кокосом  180 г
1120002,Печенье сдобное Любимый Край Штучки с шоколадными кусочками и апельсиновыми цукатами 160 г
1119994,Печенье Janet's Bakery итальянское с апельсином и ванилью 130 г
1120003,Печенье сдобное  Любимый Край Штучки с шоколадными кусочками и кокосом 160 г
1119998,Печенье овсяное Посиделкино с клюквой 300 г
1119999,"Печенье овсяное Посиделкино с семенами льна, подсолнечника и кунжута 300 г"
721446,Печенье сдобное Bisquini Danish Castle 454 г
501700,Торт вафельный Балтийский 320 г
501701,Торт вафельный Полярный 213 г
1207253,Пирог осетинский ВкусВилл с мясом  500 г (2 лотка в упаковке)
1207254,Пирог осетинский ВкусВилл с картофелем и сыром 500 г (2 лотка в упаковке)
1207231,Чизкейк ВкусВилл Нью-Йорк 700 г (2 лотка в упаковке)
1207240,Чизкейк ВкусВилл малиновый 100 г (4 лотка в упаковке)
1207244,Торт ВкусВилл сказка 400 г (2 лотка в упаковке)
891241,Батончик мюсли Леовит Яблоко с корицей 25 г (30 штук в упаковке)
1152659,Батончик мюсли Леовит кофе с шоколадом  (30 батончиков по 25 г)
1207249,Печенье овсяное ВкусВилл с клюквой 200 г (6 лотков в упаковке)
299002,Пряники Посиделкино мини с шоколадом 300 г
1207252,Печенье шоколадное ВкусВилл 175 г (6 лотков в упаковке)
352937,Пряники Посиделкино мини с вишней 300 г
1345563,Печенье затяжное Брянконфи Постное с отрубями 200 г
1207247,Печенье творожное ВкусВилл 150 г (8 лотков в упаковке)
1207251,Печенье овсяное ВкусВилл цитрусовое 200 г (6 лотков в упаковке)
1524479,Бутилированная питьевая вода Главвода 19 л Аренда кулера
1524480,Бутилированная питьевая вода Главвода для Кофемашин 19 л Аренда кулера
1259922,Бутилированная питьевая вода Аква Прима 19 л Аренда кулера
488094,Бутилированная питьевая вода 'Главвода' 19л. Аренда кулера
1208085,Кофе порционный растворимый Nescafe 3 в 1 мягкий 20 пакетиков по 14.5 г
1378587,Зефир Петербургский Кондитеръ Сладкая клюква 200 г
1378586,Зефир Петербургский Кондитеръ с тыквой 200 г
1207237,Чизкейк ВкусВилл Нью-Йорк мини  100 г (4 лотка в упаковке)
1207236,Чизкейк ВкусВилл шоколадный мини 100 г (4 лотка в упаковке)
1207233,Пирожное ВкусВилл постное трюфельное 100 г (3 лотка в упаковке)
1207239,Пирожное ВкусВилл молтик со сливочным кремом 40 г (4 штуки в упаковке)
1207241,Пирожное ВкусВилл лимонное на кокосовом молоке 100 г (2 лотка в упаковке)
1207235,Тирамису ВкусВилл 120 г (2 лотка в упаковке)
1207230,Корзиночки ВкусВилл с клюквой и черносливом 120 г (4 лотка в упаковке)
500038,Шоколад порционный Rioba молочный 32% 800 г
500037,Шоколад порционный Rioba темный 51% 800 г
1063370,Шоколад Особый молочный с соленым фундуком 90 г
498326,Шоколад Karl Fazer молочный 200 г
452570,Шоколадный батончик Обыкновенное чудо сливочное 55 г
452568,Шоколадный батончик Обыкновенное чудо классическое 40 г
1063371,Шоколад Особый темный с апельсином и грейпфрутом 90 г
914138,Шоколад Белочка горький с цельным миндалем 100 г
452571,Шоколадный батончик Обыкновенное чудо шоколадное 55 г
297898,Шоколад молочный с помадно-сливочной начинкой 50 г
501704,Шоколадный батончик Крупской 50 г
498330,Шоколад Geisha молочный с тертым фундуком 100 г
422192,Шоколад Ritter Sport молочный с ромом орехом и изюмом 100 г
901209,Хлеб Harry's пшеничный 470 г
475011,Кофе растворимый Jacobs Velour 140 г (пакет)
1499511,Кофе растворимый Davidoff Espresso 57 100 г (стекло)
440349,Кофе растворимый Grand Classic 700 г (пакет)
716762,Китайский салат 2 кг
716801,Салат Месклам 125 г
716799,Салат Айсберг 200 г
716802,Салат Руккола Люкс 125 г
1035467,Сырная тарелка Вкусный Стандарт Say Cheese №7 185 г
1035468,Сырная тарелка Особый вечер №1 120 г
1035469,Сырная тарелка Особый вечер №2 115 г
1035465,Сырная тарелка Вкусный Стандарт Say Cheese №1 185 г
1035466,Сырная тарелка Вкусный Стандарт Say Cheese №5 155 г
1211001,Коктейль Твердый знак Смесь сладкая 150 г
1024624,Яблоко сушеное ВкусВилл 75 г
843027,Вода минеральная Семь ручьёв газированная 0.5 л (12 штук в упаковке)
843025,Вода минеральная Семь ручьёв газированная 1.5 л (6 штук в упаковке)
1105267,Вода питьевая Деловой Стандарт газированная 0.5 л (12 штук в упаковке)
960569,Вода минеральная Baikal Reserve газированная 0.25 л (24 штуки в упаковке)
483237,Чай Twinings Lady Grey Tea черный фруктовый 25 пакетиков
1207950,Колбаса Останкино Ароматная сырокопченая нарезка 100 г
1207948,Салями Останкино Итальянская сырокопченая нарезка 150 г
1207949,Салями Останкино Мелкозерная сырокопченая нарезка 120 г
1207940,Колбаса Папа может Филейная вареная 500 г
1207939,Колбаса Папа может Премиум вареная  500 г
1207944,Салями Останкино Финская полукопченая 310 г
1465054,Колбаса Велком Чоризо сырокопченая нарезка 90 г
500047,Салями Останкино Итальянская сырокопченая нарезка 150 г
1465047,Колбаса Велком Велкомовская сырокопченая 235 г
1465048,Колбаса Велком Брауншвейгская сырокопченая 235 г
1465055,Колбаса Велком Велкомовская сырокопченая нарезка 90 г
324132,Кофе в зернах Caffe Poli Crema Bar 1 кг
1316493,Кофе в зернах Lofbergs Medium Roast 100% арабика 1 кг (вакуумный пакет)
575330,Кофе Caffe Poli Super Bar в зернах 1 кг
720398,Чай Краснодарский с 1947 года черный с календулой и мятой 25 пакетиков
309550,Чай Maitre de The Цейлон черный 100 пакетиков
606905,Апельсины крупные 1 кг (экопакет)
512575,Апельсины для сока 15 кг 88 калибр
512576,Апельсины отборные 15 кг
716819,Виноград Кишмиш 4 кг
447866,Виноград красный 1 кг ( картонная коробка)
936800,Яблоки Ред Делишес 1 кг
419590,Виноград Кишмиш 1 кг ( картонная коробка)
716824,Груши Форел 1 кг ( картонная коробка)
716828,Киви 1 кг (экопакет)
606903,Апельсины для сока 1 кг (калибр 88) (экопакет)
716818,Виноград белый 1 кг
937701,Яблоки Ред Делишес 15 кг
1079482,Груша сезонная 8 кг
419587,Грейпфруты 1 кг ( картонная коробка)
1395249,Яблоки фасованные 1 кг
1018796,Виноград белый фасованный 4 кг
1299434,Лимоны фасованные 300 г
1395250,Груши фасованные 1 кг
447919,Голубика фасованная 125 г
447921,Клубника фасованная 250 г
448438,Авокадо фасованный 200 г
447918,Малина фасованная 125 г
419588,Лаймы  фасованные 1 кг
419591,Ананас фасованный 2 кг 1 штука
716853,Яблоки Ред Чиф 1 кг
1018798,Яблоки Ред Чиф 3 кг
716821,Гранаты фасованные 5 кг
716829,Манго фасованное 1 кг
716836,Помело фасованное 1.3 кг
419586,Гранаты фасованные 1 кг
1452564,Крекер Яшкино Рыбка в молочно-шоколадной глазури 3 кг
843026,Вода минеральная Семь ручьёв негазированная 0.5 л (12 штук в упаковке)
843022,Вода минеральная Семь ручьёв негазированная 6 л (2 штуки в упаковке)
1105268,Вода питьевая Деловой стандарт 0.5 негазированная (12 штук в упаковке)
493892,Вода питьевая Акваника негазированная 0.618 л (12 штук в упаковке)
817978,Морс 4 Сезона ежевика/брусника 1 л (12 штук в упаковке)
715122,Маслины Бондюэль без косточки 300 г 372242
1452561,Печенье сдобное Яшкино Дженс 2.6 кг
1452573,Печенье сахарное Яшкино Рок Фор 4.5 кг
440364,Сок Я томатный с мякотью 0.97 л
1306855,Нектар J-7 гранат/черноплодная рябина 0.97 л
1443777,Шоколадные конфеты Стильные штучки мусс манго-кокос 104 г
1288743,Шоколадные конфеты Mieszko с бренди 180 г
1524005,Конфеты Raffaello с миндалем 40 г
1193470,Гречка Увелка ядрица отборная 800 г
1464816,Десерт творожный Даниссимо банан/карамель/кофе 5.8% 130 г
1511147,Чай Pukka Love Органик травяной 20 пакетиков
1299309,Семга Русское море слабосоленая ломтики 120 г
1299313,Сельдь Матиас филе-кусочки слабосоленые в масле 200 г
1299314,Горбуша Русское море холодного копчения ломтики 120 г
1369760,Кофе в капсулах для кофемашин Gimoka Dolce Gusto Espresso Cremoso (16 штук в упаковке)
1369764,Кофе в капсулах для кофемашин Gimoka Dolce Gusto Cappuccino (16 штук в упаковке)
1369758,Кофе в капсулах для кофемашин Gimoka Espresso Intenso (16 штук в упаковке)
1369759,Кофе в капсулах для кофемашин Gimoka Dolce Gusto Espresso Deciso (16 штук в упаковке)
1394855,Сметана Простоквашино 20% 300 г
952741,Печенье песочное Русская печь Полоска Александровская со сгущенным молоком 325 г
571897,Вода минеральная Evian негазированная 0.75 л (12 штук в упаковке)
1502153,Сок Santal Organic Апельсин Prisma 1 л
539353,Лапша Роллтон по-домашнему со вкусом курицы 90 г
539352,Лапша Роллтон по-домашнему со вкусом говядины 90 г
1333138,Кофе в капсулах для кофемашин Starbucks Blonde Espresso Roast (10 штук в упаковке)
652265,Кофе растворимый Bushido Red Katana 50 г (стекло)
1083446,Сливки Белый город стерилизованные 10% 500 г
499651,Напиток сокосодержащий Santal вишневый 1 л
499650,Напиток сокосодержащий Santal лесные ягоды 1 л
1178074,Сайра Барс тихоокеанская в масле 250 г
1394520,Макароны Barilla Спагеттини №3 450 г
1187135,Макароны Federici Перья рифленые 500 г
981375,Макароны Barilla Fettuccine 500 г
1193434,Макароны Макфа  Ракушки 400 г
1193433,Макароны Макфа Витки 400 г
981374,Макароны Barilla Tagliatelle 500 г
1193432,Макароны Макфа Вермишель Паутинка 400 г
1383705,Вода питьевая Кубай негазированная 5 л (2 штуки в упаковке)
1332297,Кофе в зернах Lavazza Aroma Piu Expert 1 кг
1178071,Гречневая каша Барс Дворянская с говядиной 325 г
1333136,Кофе молотый Starbucks Сaffe Verona 200 г (вакуумный пакет)
1451610,Печенье протеиновое Bombbar низкокаллорийное шоколадный брауни 40 г
1193430,Томатная паста Помидорка 250 г
1405523,Сахарозаменитель Fit Parad № 7 180 г
1441001,Вода питьевая Святой Источник негазированная со вкусом лимона 1.5 л (6  штук в упаковке)
1193964,Напиток сокосодержащий Агуша Яблоко-Вишня 0.3 л (6 штук в упаковке)
1193965,Напиток сокосодержащий Агуша Садовые ягоды 0.3 л (6 штук в упаковке)
1193963,Напиток сокосодержащий Агуша Яблоко-Виноград 0.3 л (6 штук в упаковке)
1469486,Карбонад Дымов Трапезный варено-копченый нарезка 70 г
1366053,Шейка Мясной дом Бородина сырокопченая нарезка 95 г
1366049,Бекон Мясной дом Бородина Английский сырокопченый нарезка 95 г
1394859,Творог Простоквашино 5% 200 г
1218506,Напиток Pepsi Max газированный 0.33 л (12 штук в упаковке)
912467,Напиток Pepsi газированный 2 л (6 штук в упаковке)
559229,Каша Nestle Быстров овсяная с черникой 17 штук по 40 г
494745,Каша Nestle Быстров овсяная клубника с молоком 17 штук по 40 г
494744,Каша Nestle Быстров овсяная изюм и орехи 17 штук по 40 г
1350763,Каша Knorr гречка по-домашнему с грибами 50 г
1475672,Шоколад Raffaello белый с кокосом и миндалем 90 г
1475673,Шоколад Raffaello белый с ананасом кокосом и миндалем 90 г
525417,Сок Swell гранатовый 0.25 л (8 штук в упаковке)
1047750,Чай Lipton черный экстра крепкий 100 пакетиков
1537881,Масло подсолнечное Здоровое меню рафинированное 0.9 л
1388758,Чипсы картофельные Lay's из печи лисички в сметане 85 г
575331,Кофе в зернах Caffe Poli Extra Bar 1 кг
1108282,Коктейль Джаз 50 г (16 штук в упаковке)
1366042,Колбаса Мясной дом Бородина Докторская вареная 500 г
1445850,Кофе в зернах Italco Espresso Italiano 1 кг
1195288,Фасоль Heinz белая в томатном соусе 415 г
1508462,Икра Ресторация Обломов из молодых баклажанов 420 г
1228898,Шоколадные конфеты Reber Constanze Mozart Kugeln с ореховым пралине 120 г
1447163,Подарочная продуктовая корзина Азбука Праздника Время наслаждений 1 кг
972479,Чай Richard Royal Ceylon черный 80 г
1301753,Чай Greenfield Ginger Red красный 25 пакетиков
955022,Кукуруза Бондюэль консервированная сладкая 670 г
1380217,Горячий шоколад Ristora 1 кг
1498921,Какао Nesquik порошок (28 штук по 13.5 г)
1422512,Горячий шоколад в банке Elza 325 г
1193031,Килька 5 морей в томатном соусе 240 г
969573,Сайра тихоокеанская Доброфлот 245 г
1193029,Бычки 5 морей в томатном соусе 240 г
454001,Макароны Макфа Бантики 400 г
1177750,Макароны Шебекинские Вермишелька 450 г
1178076,Тушенка Барс из свинины 325 г
849808,Чай Ronnefeldt Tea Caddy English Breakfast черный 20 пакетиков
1525783,Шоколадные конфеты Milka I love Milka с ореховой начинкой 44 г
1355928,Батончики мюсли Fitness с молочным шоколадом и карамелью (24 батончика по 23.5 г)
659982,Сахар-рафинад Чайкофский Mon Cafe Экстра фигурный 500 г
443308,Чай Newby Darjeeling черный 25 пакетиков
1440830,Вафли Crich Wafers с какао-кремовой начинкой 250 г
1532392,Набор подарочный Итальянский рассвет 1.13 кг
1208084,Кофе порционный растворимый Nescafe 3 в 1 классический 20 пакетиков по 14.5 г
1208083,Кофе порционный растворимый Nescafe 3 в 1 крепкий 20 пакетиков по 14.5 г
1542314,Кофе в зернах Italco Irish cream 100% арабика 1 кг
1525801,Шоколад Alpen Gold Oreo молочный черничная поляна 90 г
1525789,Шоколад Alpen Gold Oreo молочный нежная клубника 90 г
1361546,Кофе растворимый Starbucks Medium Roast 90 г
456933,Вода питьевая Сенежская газированная 0.5 л (12 штук в упаковке)
167171,Кофе в зернах Kami Rosso 1 кг
1418075,Кофе в зернах Origo Imperial Wiener 100% арабика 1 кг
1456710,Драже M&M`s  Криспи с шоколадом 130 г
1196604,Напиток соевый Alpro со вкусом ванили ультрапастеризованный обогащенный кальцием и витаминами 1 л
1456709,Драже M&M`s  с шоколадом и арахисом 145 г
409454,Шоколадный батончик Twix 55 г
1419732,Кофе в капсулах для кофемашин Nespresso Costa Coffee Signature Blend  Lungo (10 штук в упаковке)
652263,Кофе растворимый Bushido Black Katana 50 г (стекло)
1393925,Батончик мюсли BE-KIND малина 30 г
1286737,Макароны Barilla Спагетти №5 450 г
863513,Кофе в зернах Bogani Mileno 1 кг
1217574,Шоколад Коркунов горький 55% какао 90 г
1443639,Шоколад Alpen Gold Oreo молочный с ванильной начинкой и кусочками печенья 90 г
409451,Шоколадный батончик Snickers с лесным орехом 81 г
1217568,Шоколадный батончик Twix Xtra 82 г
1247418,Вафли Manner Knuspino с ореховым кремом 110 г
721872,Кофе растворимый Nescafe Gold 500 г (пакет)
1074852,Печенье Twix Top в молочном шоколаде 126 г
1193026,Масло оливковое Maestro de Oliva Extra Virgin 1 л
1490374,Масло оливковое Bella Contadina Extra Virgin нерафинированное 1 л
1351226,Пирожное Аленка со сливочным кремом 200 г (5 штук в упаковке)
1424803,Миндаль Ufeelgood 150 г
1217624,Шоколад Alpen Gold молочный с фундуком и изюмом 85 г
1178634,Фасоль Пиканта печеная в томатном соусе 530 г
1177786,Чечевица Мистраль Персидская красная колотая 450 г
1177790,Фасоль Мистраль Кидни темно-красная 450 г
1177746,Макароны Barilla Капеллини 500 г
406350,Напиток Coca-Cola газированный 0.33 л
1210021,Каша Русский Продукт Геркулес с абрикосами 30 штук по 35 г
1530018,Варенье Ратибор клюква 360 г
1448882,Рис Увелка Басмати 500 г
1192361,Икра баклажановая Лукашинские Нежная 460 г
1445848,"Чай Lancaster черный с бергамотом, лепестками василька и розы 75 г"
1221736,Чай Tess Ceylon черный 100 г
1193472,Рис Увелка длиннозерный 800 г
1193463,Гречка Увелка ядрица 400 г
1448894,Хлопья Увелка овсяные 400 г
1309294,Сухая смесь Заменитель сухих сливок Aristocrat Whitener 1000г
1530741,Йогурт Активиа персик/личи/киноа 2.9% 130 г
1530742,Йогурт Активиа отруби-злаки 2.9% 130 г
1530746,Йогурт Danone Активиа с клубникой 2.9% 130 г
1530743,Йогурт Активиа натуральный 3.5% 130 г
1530748,Йогурт Danone Активиа киви-мюсли 3% 130 г
1530745,Йогурт Активиа термостатный натуральный 3.5% 160 г
1530750,Йогурт Danone Активиа черника/злаки/семена льна 2.9% 130 г
1530751,Йогурт Danone Активиа термостатный с персиком 1.7% 160 г
1545012,Чай Althaus Classic Herbs травяной 15 пакетиков
1435151,Чай Tess Get Relax calm&balance травяной 20 пакетиков
952744,Печенье орехово-зерновое Русская печь Уральское 350 г
1343849,Галеты Любятово классические 185 г
1464410,Мука Nordic пшеничная 2 кг
158676,Лапша Доширак со вкусом курицы 90 г
1466198,Сырок творожный глазированный Б.Ю.Александров Суфле с ванилью 15% (12  штук по 40 г)
1466199,Сырок творожный глазированный РостАгроЭкспорт с вареной сгущенкой 15%  (20 штук по 45 г)
1466200,Сырок творожный глазированный РостАгроЭкспорт ванилином 20% (20 штук по 45 г)
1530744,Десерт творожный Даниссимо клубника-киви 5.6% 110 г
1530755,Десерт творожный Даниссимо со вкусом пломбира 5.4% 110 г
1530754,Десерт творожный Даниссимо со вкусом мороженого крем-брюле 5.5% 110 г
1530760,Десерт творожный Danone ананас-банан 3.6 % 110 г
1453277,Соломка Кундрат соленая 3 кг
1194574,Корм для щенков средних пород сухой Purina Pro Plan С ягненком 3 кг
1187140,Макароны La Molisana Спагетти 500 г
1187134,Макароны Federici Спагетти 500 г
1448887,Макароны Увелка Паста Ризони 5 штук по 80 г
452407,Кофе в зернах Paulig Arabica Dark Roast 100% арабика 1 кг
573424,Кофе в зернах Diemme Caffe Miscela Excellent 100% Арабика 1 кг
573423,Кофе в зернах Diemme Caffe Miscela Oro 100% Арабика 1 кг
1419197,Кофе в зернах Costa Coffee Signature Blend Mocha Italia 1 кг
1472639,Тушенка Exclusive standard из лосятины 330 г
1443559,Батончик мюсли Smart Formulа Pecan фруктовый (15 батончиков по 40 г)
1195256,Томатная паста Помидорка 380 г
1433098,Ананасы фасованные вес не менее 1.7 кг
1348327,Шоколад Milka молочный 85 г
1217578,Шоколад Dove молочный 90 г
1285848,Шоколад Dove молочный с фундуком и изюмом 90 г
1453262,Кекс Ден-Трал Бисквит Шоко-Пини шоколадно-сливочный с йогуртовой  начинкой 2 кг
1530747,Йогурт Danone Активиа с черносливом 2.9% 130 г
1530749,Йогурт Danone Активиа с вишней 2.9% 130 г
1530752,Йогурт Danone Активиа термостатный злаки-миндаль 1.7% 160 г
1530756,Йогурт Danone Активиа клубника/яблоко/питахайя без сахара 2.9% 130 г
1530753,Йогурт Danone Активиа термостатный с клубникой 1.7% 160 г
1530757,Йогурт Danone Активиа виноград/манго/папайя/семена чиа без сахара 2.9%  130 г
1530758,Йогурт Danone Активиа вишня/яблоко/малина без сахара 2.9% 130 г
1530759,Йогурт Danone Активиа чернослив/финик/лен без сахара 2.9% 130 г
455703,Кофе растворимый Московская кофейня на паяхъ Суаре 190 г (пакет)
1285847,Шоколад Dove молочный с цельным фундуком 90 г
1348328,Шоколад Milka молочный с фундуком 85 г
1337469,Напиток Святой Источник МС газированный ирга/голубика/черника 0.33 л (12 штук в упаковке)
1285844,Шоколад Коркунов молочный 90 г
1221742,Чай Tess Thyme черный с чабрецом и лимоном 100 г
420996,Чай Принцесса Нури Высокогорный черный 250 г
684768,Конфеты Raffaello 200 г
1459635,Шоколад Raffaello белый с кокосом и миндалем 90 г
1468902,Чай Greenfield Спайси Манго зеленый 25 пакетиков
1301754,Чай Greenfield Golden Kiwi черный 20 пакетиков-пирамидок
1543281,Печенье песочное Юбилейное постное 268 г
978721,Чай в капсулах для кофемашин Greenfield Raspberry Cream (10 штук в упаковке)
792160,Кофе в зернах Жокей Классический 100% арабика 900 г
1553057,Картофельное пюре Роллтон мясное 40 г (24 штуки в упаковке)
419632,Конфеты шоколадные Бабаевский Вдохновение 1 кг
1397103,Чай Ahmad Tea Professional Forest Berries травяной 300 пакетиков
1511146,Чай Pukka Lemongrass & Ginger травяной 20 пакетиков
1149103,Чай Ahmad Tea Jasmine зеленый с жасмином 200 г
1395069,Печенье сдобное Foodcode Кантуччини с дикой клюквой 160 г
1511145,Чай Pukka Feel New травяной 20 пакетиков
792156,Чай Ahmad Tea Professional Эрл Грей черный 300 пакетиков
975518,Чай Ahmad Tea Professional Summer Thyme черный с чабрецом 300 пакетиков в упаковке
395817,Сухарики Хрусteam багет со вкусом сырного ассорти 60 г
1444309,Кекс Foodcode Маффин шоколадный без глютена 60 г
1395068,Кекс Foodcode Маффин сливочный (4 штуки по 60 г)
1354036,Шоколадные конфеты Anthon Berg ассорти с премиальной алкогольной начинкой 125 г
955019,Кукуруза Бондюэль консервированная молодая 340 г
1484985,Напиток молокосодержащий Бариста ультрапастеризованный 3.2% 973 мл
378183,Тушенка Гродфуд из свинины 338 г
720319,Жевательная резинка Orbit Winterfresh Зимняя свежесть без сахара 136 г (10 штук по 13.6 г)
1554146,Макароны Borges Farfalle 500 г
1554147,Макароны Borges Fusilli 500 г
1217355,Сок Добрый томатный 2 л
1554149,Масло оливковое ITLV Clasico 1 л
1554150,Масло оливковое ITLV Clasico 250 мл
1554151,Масло оливковое ITLV Clasico 500 мл
1554303,Гречка Донская Кухня 800 г
1554304,Рис Донская Кухня круглый 800 г
645341,Кофе в зернах Miscela d`Oro Espresso Grand Aroma 1 кг
1554309,Огурцы Донская Кухня маринованные 670 г
1554311,Закуска Донская Кухня Венгерская овощная 460 г
1554313,Баклажаны Донская Кухня по-гречески 460 г
1554314,Томаты Донская Кухня в томатном соке 680 г
1554307,Фасоль Донская Кухня красная 420 г
1554308,Икра из кабачков Донская Кухня 480 г
1554312,Закуска Донская Кухня Донская овощная 460 г
1554315,Килька Донская Кухня балтийская в томатном соусе 240 г
1554319,Печень трески Донская Кухня 230 г
1442153,Мука Гарнец Ржаная цельносмолотая 500 г
1554320,Мука Донская Кухня 2 кг
1469488,Колбаса Дымов Сопрессато сырокопченая нарезка 90 г
1554316,Сайра Донская Кухня тихоокеанская в масле 240 г
1374350,Пиво безалкогольное Bud светлое фильтрованное банка 0.45 л
1554317,Макароны Америя спагетти №003 4 кг
1554305,Тушенка Донская Кухня Люкс говядина 325 г
1554306,Тушенка Донская Кухня Люкс свинина 325 г
1198880,Чай Лисма Крепкий черный 25 пакетиков
1430168,Джем Zuegg апельсин 330 г
1316738,Сироп Monin Зеленое яблоко 1 л
645340,Кофе в зернах Nero Aroma Classic 1 кг
1554302,Масло подсолнечное Донская Кухня рафинированное 0.9 л
738741,Вода питьевая Новотерская негазированная 1.5 л (6 штук в упаковке)
1554310,Лечо Донская Кухня 720 мл
695621,Кофе растворимый Lavazza Prontissimo Classico 95 г (железная банка)
1556618,Уценка. Кофе в зернах Paulig Cafe Paris 200 г
909602,Чай Dammann The Vert Yunnan зеленый 24 пакетика
1405877,Печенье сдобное Брянконфи с клубничной начинкой 170 г
1543282,Печенье песочное Юбилейное с овсяными хлопьями 268 г
1477873,Макароны Divella Fettuccine гнезда 500 г
1477874,Макароны Divella Tagliatelle гнезда 500 г
1511649,Мясо кур Совок 325 г
907997,Вода минеральная San Benedetto негазированная 0.75 л (12 штук в упаковке)
1163264,Кофе молотый порционный Coffesso Classico Italiano (5 пакетиков по 9 г)
908001,Вода минеральная Antipodes газированная 0.5 л
1444307,"Конфеты шоколадные Акконд Отломи с карамелью, арахисом и воздушным рисом  360 г"
1550272,Конфеты шоколадные Трюфель в темной глазури 200 г
1477427,Конфеты Ferrero Rocher с кремом и лесным орехом 525 г
486793,Печенье Любятово шоколадное 4.7 кг
1193638,Мука С.Пудовъ ржаная обдирная 1 кг
1193631,Мука С.Пудовъ 1 кг
1193641,Мучная смесь С.Пудовъ Блины  500 г
1246849,Кедровый орех Аркада очищенный 100 г
1319685,Снеки Зеленика из ананаса 15 г
1246852,Фисташки Аркада жареные соленые 100 г
769654,Яблоки Аркада сушеные кольца 150 г
1236890,Шоколад порционный Бабаевский горький 58.5% (64 штуки по 20 г)
1062032,Шоколадные конфеты Вдохновение пралине с орехами 170 г
1476328,Шоколадные конфеты Ferrero Signature Golden Gallery ассорти 240 г
1496345,Вода минеральная S.Pellegrino газированная 0.5 л (24 штуки в упаковке)
1435131,Жевательная резинка Orbit Winterfresh (5 штук по 13.6 г)
1430854,Овсяная крупа Ярмарка 600 г
1430830,Суп Yelli Масурдал из чечевицы 250 г
553027,Вода минеральная Acqua Panna негазированная 0.75 л (15 штук в упаковке)
208377,Вода минеральная S.Pellegrino газированная 0.5 л (6 штук в упаковке)
634894,Вода минеральная S.Pellegrino газированная 0.75 л (15 штук в упаковке)
1554323,Тушенка Hungrow из говядины 338 г
1554322,Тушенка Hungrow из свинины 325 г
1061242,Вода минеральная Acqua Panna негазированная 1 л (12 штук в упаковке)
1178072,Гречневая каша Барс Дворянская со свининой 325 г
1554321,Тушенка Hungrow из говядины 325 г
1555216,Картофельное пюре Картошечка со сливками и укропом 38 г (12 штук в  упаковке)
1555215,Картофельное пюре Картошечка с жареным луком 41 г (12 штук в упаковке)
1496344,Вода минеральная Acqua Panna негазированная 0.5 л (24 штуки в упаковке)
571900,Напиток S.Pellegrino газированный сокосодержащий красный апельсин 0.33 л (6 штук в упаковке)
1548731,Подушечки Любятово с шоколадной начинкой 220 г
1456039,Чай Maitre Наполеон зеленый улун 144 г
1554148,Макароны Borges Spaghetti 500 г
1548732,Подушечки Любятово с карамельной начинкой 220 г
1397431,Напиток Perrier черная смородина-яблоко 0.25 л (4 штуки в упаковке)
1456037,Чай Maitre Букет изысканных вкусов ассорти 30 пакетиков
1456040,Чай Maitre Кения черный 144 г
1456038,Чай Maitre Мэтр Де Люкс черный 144 г
1397432,Напиток S.Pellegrino апельсин-опунция 0.33 л (6 штук в упаковке)
1397433,Напиток S.Pellegrino лимон-мята 0.33 л (6 штук в упаковке)
1245375,Кофе в капсулах для кофемашин Живой Кофе Columbia Bogota (10 штук в упаковке)
772469,Жевательная резинка Wrigley's Juicy Fruit фрукты 40.5 г
1555886,Молоко Valio ультрапастеризованное 2.5% 1 л
1555887,Молоко Valio ультрапастеризованное 3.5-4.5% 1 л
1177775,Рис длиннозерный Мистраль Янтарь 900 г
1544399,Пюре мясное Gerber Индейка с 6 месяцев 80 г (6 штук в упаковке)
